,TF,Target,Label
3537,3788,15783,1
3538,3788,14276,1
3539,3788,2472,1
3540,3788,5733,1
3541,3788,15414,1
3542,3788,11635,1
3543,3788,1777,1
3544,3788,5372,1
3545,3788,13362,1
3546,3788,15988,1
3547,3788,2357,1
3548,3788,16319,1
3549,3788,11081,1
3550,3788,3116,1
3551,3788,9312,1
3552,3788,13442,1
3553,3788,9891,1
3554,3788,14532,1
3555,3788,16802,1
3556,3788,5488,1
3557,3788,13276,1
3558,3788,1575,1
3559,3788,5298,1
3560,3788,2749,1
3561,3788,5176,1
3562,3788,1445,1
3563,3788,16683,1
3564,3788,16408,1
3565,3788,10941,1
3566,3788,12859,1
3567,3788,6641,1
3568,3788,14992,1
3569,3788,17141,1
3570,3788,13330,1
3571,3788,7105,1
3572,3788,17543,1
3573,3788,11317,1
3574,3788,17454,1
3575,3788,8386,1
3576,3788,12454,1
3577,3788,11311,1
3578,3788,12215,1
3579,3788,7399,1
3580,3788,13995,1
3581,3788,13529,1
3582,3788,15119,1
3583,3788,131,1
3584,3788,6557,1
3585,3788,17068,1
3586,3788,13782,1
3587,3788,15299,1
3588,3788,8960,1
3589,3788,14487,1
3590,3788,7563,1
3591,3788,6108,1
3592,3788,4204,1
3593,3788,3790,1
3594,3788,13512,1
3595,3788,11739,1
3596,3788,12524,1
3597,3788,17567,1
3598,3788,9382,1
3599,3788,16301,1
3600,3788,14232,1
3601,3788,9272,1
3602,3788,478,1
3603,3788,15153,1
3604,3788,6610,1
3605,3788,223,1
3606,3788,14310,1
3607,3788,9291,1
3608,3788,11926,1
3609,3788,6204,1
3610,3788,15687,1
3611,3788,12411,1
3612,3788,6784,1
3613,3788,2969,1
3614,3788,4512,1
3615,3788,4196,1
3616,3788,16254,1
3617,3788,3054,1
3618,3788,3705,1
3619,3788,6541,1
3620,3788,7683,1
3621,3788,10089,1
3622,3788,10430,1
3623,3788,16664,1
3624,3788,398,1
3625,3788,5236,1
3626,3788,15624,1
3627,3788,7608,1
3628,3788,11033,1
3629,3788,3380,1
3630,3788,135,1
3631,3788,1949,1
3632,3788,4860,1
3633,3788,3995,1
3634,3788,14558,1
3635,3788,13805,1
3636,3788,13268,1
3637,3788,8102,1
3638,3788,15222,1
3639,3788,16711,1
3640,3788,970,1
3641,3788,10255,1
3642,3788,6528,1
3643,3788,3136,1
3644,3788,103,1
3645,3788,16506,1
3646,3788,2625,1
3647,3788,13682,1
3648,3788,6591,1
3649,3788,329,1
3650,3788,12537,1
3651,3788,10446,1
3652,3788,15225,1
3653,3788,17215,1
3654,3788,6261,1
3655,3788,8720,1
3656,3788,6556,1
3657,3788,17658,1
3658,3788,3456,1
3659,3788,3102,1
3660,3788,12578,1
3661,3788,7292,1
3662,3788,45,1
3663,3788,15758,1
3664,3788,5703,1
3665,3788,15608,1
3666,3788,15054,1
3667,3788,3256,1
3668,3788,12006,1
3669,3788,13504,1
3670,3788,13716,1
3671,3788,2367,1
3672,3788,15979,1
3673,3788,9341,1
3674,3788,2466,1
3675,3788,15260,1
3676,3788,13852,1
3677,3788,16079,1
3678,3788,7283,1
3679,3788,3810,1
3680,3788,14413,1
3681,3788,7816,1
3682,3788,13490,1
3683,3788,3623,1
3684,3788,802,1
3685,3788,881,1
3686,3788,1315,1
3687,3788,2684,1
3688,3788,11433,1
3689,3788,2121,1
3690,3788,7844,1
3691,3788,10373,1
3692,3788,2602,1
3693,3788,1123,1
3694,3788,6287,1
3695,3788,2707,1
3696,3788,14581,1
3697,3788,6432,1
3698,3788,6940,1
3699,3788,11723,1
3700,3788,6741,1
3701,3788,3802,1
3702,3788,16484,1
3703,3788,2659,1
3704,3788,6767,1
3705,3788,15794,1
3706,3788,12480,1
3707,3788,17458,1
3708,3788,2489,1
3709,3788,8495,1
3710,3788,6639,1
3711,3788,16558,1
3712,3788,15987,1
3713,3788,14582,1
3714,3788,11682,1
3715,3788,13244,1
3716,3788,9814,1
3717,3788,16868,1
3718,3788,2650,1
3719,3788,6179,1
3720,3788,4712,1
3721,3788,14707,1
3722,3788,14393,1
3723,3788,13190,1
3724,3788,15037,1
3725,3788,2414,1
3726,3788,17683,1
3727,3788,11425,1
3728,3788,11901,1
3729,3788,12315,1
3730,3788,2883,1
3731,3788,14657,1
3732,3788,7694,1
3733,3788,1717,1
3734,3788,1206,1
3735,3788,12204,1
3736,3788,4229,1
3737,3788,874,1
3738,3788,2994,1
3739,3788,4761,1
3740,3788,10747,1
3741,3788,8680,1
3742,3788,9151,1
3743,3788,15298,1
3744,3788,16110,1
3745,3788,14052,1
3746,3788,1252,1
3747,3788,3412,1
3748,3788,14288,1
3749,3788,4474,1
3750,3788,1496,1
3751,3788,1933,1
3752,3788,7724,1
3753,3788,10754,1
3754,3788,12042,1
3755,3788,2718,1
3756,3788,2482,1
3757,3788,9718,1
3758,3788,6162,1
3759,3788,7720,1
3760,3788,15398,1
3761,3788,12990,1
3762,3788,16960,1
3763,3788,3521,1
3764,3788,12072,1
3765,3788,13933,1
3766,3788,14627,1
3767,3788,7098,1
3768,3788,12372,1
3769,3788,12202,1
3770,3788,4102,1
3771,3788,8862,1
3772,3788,4449,1
3773,3788,16063,1
3774,3788,8662,1
3775,3788,4948,1
3776,3788,9245,1
3777,3788,11052,1
3778,3788,17286,1
3779,3788,6546,1
3780,3788,6803,1
3781,3788,16471,1
3782,3788,16553,1
3783,3788,11622,1
3784,3788,11201,1
3785,3788,10605,1
3786,3788,7152,1
3787,3788,1830,1
3788,3788,13272,1
3789,3788,15726,1
3790,3788,17160,1
3791,3788,11063,1
3792,3788,14244,1
3793,3788,2709,1
3794,3788,9325,1
3795,3788,9638,1
3796,3788,3395,1
3797,3788,2347,1
3798,3788,9223,1
3799,3788,13103,1
3800,3788,10791,1
3801,3788,14477,1
3802,3788,619,1
3803,3788,16535,1
3804,3788,1961,1
3805,3788,12760,1
3806,3788,15490,1
3807,3788,11058,1
3808,3788,11921,1
3809,3788,3372,1
3810,3788,5969,1
3811,3788,8676,1
3812,3788,17060,1
3813,3788,16115,1
3814,3788,12080,1
3815,3788,9800,1
3816,3788,4015,1
3817,3788,16532,1
3818,3788,5590,1
3819,3788,10785,1
3820,3788,15893,1
3821,3788,5126,1
3822,3788,16145,1
3823,3788,11621,1
3824,3788,6682,1
3825,3788,8387,1
3826,3788,14521,1
3827,3788,11111,1
3828,3788,2773,1
3829,3788,17101,1
3830,3788,4754,1
3831,3788,17173,1
3832,3788,9221,1
3833,3788,2331,1
3834,3788,5537,1
3835,3788,855,1
3836,3788,7088,1
3837,3788,11718,1
3838,3788,8701,1
3839,3788,5824,1
3840,3788,13446,1
3841,3788,16249,1
3842,3788,17030,1
3843,3788,7436,1
3844,3788,3697,1
3845,3788,16547,1
3846,3788,10882,1
3847,3788,12325,1
3848,3788,16525,1
3849,3788,8423,1
3850,3788,15971,1
3851,3788,11575,1
3852,3788,10125,1
3853,3788,326,1
3854,3788,8436,1
3855,3788,2296,1
3856,3788,6128,1
3857,3788,8772,1
3858,3788,16523,1
3859,3788,10114,1
3860,3788,13226,1
3861,3788,83,1
3862,3788,88,1
3863,3788,13351,1
3864,3788,17369,1
3865,3788,7937,1
3866,3788,984,1
3867,3788,3300,1
3868,3788,108,1
3869,3788,9541,1
3870,3788,6525,1
3871,3788,16706,1
3872,3788,11037,1
3873,3788,4475,1
3874,3788,8073,1
3875,3788,11668,1
3876,3788,3394,1
3877,3788,7411,1
3878,3788,2504,1
3879,3788,2330,1
3880,3788,4696,1
3881,3788,6297,1
3882,3788,10899,1
3883,3788,16028,1
3884,3788,6926,1
3885,3788,516,1
3886,3788,14608,1
3887,3788,15853,1
3888,3788,16345,1
3889,3788,11606,1
3890,3788,16330,1
3891,3788,14214,1
3892,3788,15306,1
3893,3788,4919,1
3894,3788,7182,1
3895,3788,7715,1
3896,3788,9346,1
3897,3788,2592,1
3898,3788,15117,1
3899,3788,4507,1
3900,3788,2050,1
3901,3788,14985,1
3902,3788,12174,1
3903,3788,12794,1
3904,3788,14703,1
3905,3788,6026,1
3906,3788,9938,1
3907,3788,10803,1
3908,3788,2316,1
3909,3788,15061,1
3910,3788,6370,1
3911,3788,14806,1
3912,3788,14282,1
3913,3788,8036,1
3914,3788,583,1
3915,3788,15470,1
3916,3788,5742,1
3917,3788,9254,1
3918,3788,7571,1
3919,3788,977,1
3920,3788,4788,1
3921,3788,8181,1
3922,3788,17144,1
3923,3788,1850,1
3924,3788,10936,1
3925,3788,9101,1
3926,3788,13569,1
3927,3788,4288,1
3928,3788,13726,1
3929,3788,8382,1
3930,3788,17556,1
3931,3788,17117,1
3932,3788,13487,1
3933,3788,264,1
3934,3788,11036,1
3935,3788,3687,1
3936,3788,14209,1
3937,3788,571,1
3938,3788,9404,1
3939,3788,4186,1
3940,3788,11090,1
3941,3788,10424,1
3942,3788,8908,1
3943,3788,17213,1
3944,3788,1277,1
3945,3788,498,1
3946,3788,12349,1
3947,3788,9298,1
3948,3788,17423,1
3949,3788,3607,1
3950,3788,47,1
3951,3788,12513,1
3952,3788,14968,1
3953,3788,5420,1
3954,3788,5576,1
3955,3788,1974,1
3956,3788,10433,1
3957,3788,15716,1
3958,3788,9210,1
3959,3788,5295,1
3960,3788,15465,1
3961,3788,3922,1
3962,3788,14298,1
3963,3788,16717,1
3964,3788,12270,1
3965,3788,4237,1
3966,3788,13787,1
3967,3788,13991,1
3968,3788,260,1
3969,3788,14647,1
3970,3788,6975,1
3971,3788,3164,1
3972,3788,15688,1
3973,3788,596,1
3974,3788,16512,1
3975,3788,14401,1
3976,3788,16094,1
3977,3788,9171,1
3978,3788,14764,1
3979,3788,4417,1
3980,3788,1425,1
3981,3788,10600,1
3982,3788,4642,1
3983,3788,6859,1
3984,3788,5688,1
3985,3788,2903,1
3986,3788,16886,1
3987,3788,11632,1
3988,3788,484,1
3989,3788,4922,1
3990,3788,9064,1
3991,3788,7066,1
3992,3788,12280,1
3993,3788,6110,1
3994,3788,3649,1
3995,3788,12196,1
3996,3788,1354,1
3997,3788,4879,1
3998,3788,6993,1
3999,3788,1627,1
4000,3788,14524,1
4001,3788,16891,1
4002,3788,1136,1
4003,3788,15302,1
4004,3788,5249,1
4005,3788,2344,1
4006,3788,4779,1
4007,3788,5227,1
4008,3788,3840,1
4009,3788,7093,1
4010,3788,6645,1
4011,3788,8840,1
4012,3788,9521,1
4013,3788,3513,1
4014,3788,15489,1
4015,3788,59,1
4016,3788,10415,1
4017,3788,11683,1
4018,3788,8756,1
4019,3788,11773,1
4020,3788,949,1
4021,3788,1815,1
4022,3788,9416,1
4023,3788,8440,1
4024,3788,13355,1
4025,3788,5185,1
4026,3788,109,1
4027,3788,3645,1
4028,3788,1188,1
4029,3788,7856,1
4030,3788,2685,1
4031,3788,6294,1
4032,3788,7854,1
4033,3788,6150,1
4034,3788,1146,1
4035,3788,16170,1
4036,3788,11027,1
4037,3788,3676,1
4038,3788,8068,1
4039,3788,11756,1
4040,3788,8484,1
4041,3788,4610,1
4042,3788,173,1
4043,3788,9845,1
4044,3788,13986,1
4045,3788,8747,1
4046,3788,9580,1
4047,3788,16762,1
4048,3788,7296,1
4049,3788,727,1
4050,3788,822,1
4051,3788,7517,1
4052,3788,2189,1
4053,3788,7065,1
4054,3788,4007,1
4055,3788,12707,1
4056,3788,2515,1
4057,3788,6358,1
4058,3788,16647,1
4059,3788,5662,1
4060,3788,6139,1
4061,3788,6846,1
4062,3788,1094,1
4063,3788,2748,1
4064,3788,4924,1
4065,3788,3069,1
4066,3788,4607,1
4067,3788,2464,1
4068,3788,6578,1
4069,3788,145,1
4070,3788,6195,1
4071,3788,3999,1
4072,3788,1531,1
4073,3788,7565,1
4074,3788,10717,1
4075,3788,13200,1
4076,3788,14407,1
4077,3788,13095,1
4078,3788,14294,1
4079,3788,2517,1
4080,3788,9129,1
4081,3788,14975,1
4082,3788,9229,1
4083,3788,11689,1
4084,3788,4866,1
4085,3788,1362,1
4086,3788,6225,1
4087,3788,446,1
4088,3788,7405,1
4089,3788,17589,1
4090,3788,14602,1
4091,3788,6858,1
4092,3788,16800,1
4093,3788,6792,1
4094,3788,503,1
4095,3788,14358,1
4096,3788,7306,1
4097,3788,3318,1
4098,3788,9337,1
4099,3788,6687,1
4100,3788,13333,1
4101,3788,10881,1
4102,3788,1064,1
4103,3788,13372,1
4104,3788,2246,1
4105,3788,8920,1
4106,3788,1855,1
4107,3788,14118,1
4108,3788,11470,1
4109,3788,726,1
4110,3788,3019,1
4111,3788,6913,1
4112,3788,4441,1
4113,3788,17098,1
4114,3788,14860,1
4115,3788,9993,1
4116,3788,13783,1
4117,3788,10999,1
4118,3788,17235,1
4119,3788,8667,1
4120,3788,11479,1
4121,3788,7154,1
4122,3788,7716,1
4123,3788,3981,1
4124,3788,444,1
4125,3788,3925,1
4126,3788,7025,1
4127,3788,7108,1
4128,3788,665,1
4129,3788,7677,1
4130,3788,17407,1
4131,3788,2280,1
4132,3788,2194,1
4133,3788,4693,1
4134,3788,2212,1
4135,3788,9963,1
4136,3788,11035,1
4137,3788,9469,1
4138,3788,13866,1
4139,3788,11411,1
4140,3788,11139,1
4141,3788,11416,1
4142,3788,14173,1
4143,3788,7691,1
4144,3788,10862,1
4145,3788,10338,1
4146,3788,15600,1
4147,3788,8951,1
4148,3788,9893,1
4149,3788,15352,1
4150,3788,614,1
4151,3788,9568,1
4152,3788,14497,1
4153,3788,12834,1
4154,3788,11741,1
4155,3788,13511,1
4156,3788,10539,1
4157,3788,3196,1
4158,3788,7401,1
4159,3788,14014,1
4160,3788,905,1
4161,3788,9600,1
4162,3788,12344,1
4163,3788,11365,1
4164,3788,15875,1
4165,3788,7792,1
4166,3788,5124,1
4167,3788,12141,1
4168,3788,11966,1
4169,3788,17737,1
4170,3788,17134,1
4171,3788,1378,1
4172,3788,11912,1
4173,3788,5936,1
4174,3788,16459,1
4175,3788,5774,1
4176,3788,11069,1
4177,3788,167,1
4178,3788,2918,1
4179,3788,11239,1
4180,3788,16078,1
4181,3788,15533,1
4182,3788,13845,1
4183,3788,1615,1
4184,3788,3926,1
4185,3788,5914,1
4186,3788,7002,1
4187,3788,11454,1
4188,3788,16961,1
4189,3788,3512,1
4190,3788,13419,1
4191,3788,9354,1
4192,3788,3850,1
4193,3788,14827,1
4194,3788,11174,1
4195,3788,1104,1
4196,3788,14490,1
4197,3788,8707,1
4198,3788,14493,1
4199,3788,15714,1
4200,3788,13096,1
4201,3788,9907,1
4202,3788,14384,1
4203,3788,11109,1
4204,3788,4491,1
4205,3788,9039,1
4206,3788,16113,1
4207,3788,9470,1
4208,3788,9610,1
4209,3788,12444,1
4210,3788,4352,1
4211,3788,12407,1
4212,3788,10856,1
4213,3788,9857,1
4214,3788,5092,1
4215,3788,13950,1
4216,3788,14978,1
4217,3788,15921,1
4218,3788,10890,1
4219,3788,8927,1
4220,3788,12450,1
4221,3788,488,1
4222,3788,17526,1
4223,3788,14556,1
4224,3788,14723,1
4225,3788,13940,1
4226,3788,13376,1
4227,3788,6928,1
4228,3788,2793,1
4229,3788,14258,1
4230,3788,3982,1
4231,3788,9374,1
4232,3788,1236,1
4233,3788,16860,1
4234,3788,13943,1
4235,3788,13450,1
4236,3788,12583,1
4237,3788,5597,1
4238,3788,9280,1
4239,3788,7409,1
4240,3788,8980,1
4241,3788,7537,1
4242,3788,1276,1
4243,3788,5112,1
4244,3788,1906,1
4245,3788,12236,1
4246,3788,3731,1
4247,3788,15475,1
4248,3788,17006,1
4249,3788,12433,1
4250,3788,3304,1
4251,3788,17524,1
4252,3788,8959,1
4253,3788,5322,1
4254,3788,14910,1
4255,3788,13944,1
4256,3788,710,1
4257,3788,5910,1
4258,3788,3822,1
4259,3788,13637,1
4260,3788,11178,1
4261,3788,10696,1
4262,3788,10400,1
4263,3788,7469,1
4264,3788,10612,1
4265,3788,1535,1
4266,3788,14983,1
4267,3788,13889,1
4268,3788,8938,1
4269,3788,13935,1
4270,3788,5763,1
4271,3788,5889,1
4272,3788,12861,1
4273,3788,6090,1
4274,3788,8369,1
4275,3788,4495,1
4276,3788,17498,1
4277,3788,599,1
4278,3788,10531,1
4279,3788,6943,1
4280,3788,14416,1
4281,3788,1124,1
4282,3788,6176,1
4283,3788,11323,1
4284,3788,169,1
4285,3788,8773,1
4286,3788,17,1
4287,3788,16565,1
4288,3788,11057,1
4289,3788,17513,1
4290,3788,7299,1
4291,3788,384,1
4292,3788,1179,1
4293,3788,10444,1
4294,3788,9623,1
4295,3788,12836,1
4296,3788,13313,1
4297,3788,13519,1
4298,3788,2442,1
4299,3788,5844,1
4300,3788,2952,1
4301,3788,16080,1
4302,3788,4403,1
4303,3788,9910,1
4304,3788,10105,1
4305,3788,11215,1
4306,3788,606,1
4307,3788,6272,1
4308,3788,17610,1
4309,3788,7765,1
4310,3788,11345,1
4311,3788,12768,1
4312,3788,3467,1
4313,3788,14225,1
4314,3788,5088,1
4315,3788,11148,1
4316,3788,5091,1
4317,3788,12244,1
4318,3788,7214,1
4319,3788,4072,1
4320,3788,1505,1
4321,3788,17385,1
4322,3788,11051,1
4323,3788,5343,1
4324,3788,15381,1
4325,3788,6538,1
4326,3788,8316,1
4327,3788,3035,1
4328,3788,8985,1
4329,3788,13708,1
4330,3788,11612,1
4331,3788,14569,1
4332,3788,7061,1
4333,3788,197,1
4334,3788,16139,1
4335,3788,13668,1
4336,3788,3109,1
4337,3788,17187,1
4338,3788,12207,1
4339,3788,8794,1
4340,3788,3681,1
4341,3788,10453,1
4342,3788,7427,1
4343,3788,9851,1
4344,3788,15155,1
4345,3788,3406,1
4346,3788,12337,1
4347,3788,9028,1
4348,3788,4670,1
4349,3788,4284,1
4350,3788,7465,1
4351,3788,8163,1
4352,3788,12835,1
4353,3788,5182,1
4354,3788,7773,1
4355,3788,4721,1
4356,3788,5425,1
4357,3788,1052,1
4358,3788,9777,1
4359,3788,12575,1
4360,3788,15205,1
4361,3788,14342,1
4362,3788,4300,1
4363,3788,3338,1
4364,3788,16055,1
4365,3788,14202,1
4366,3788,10616,1
4367,3788,16754,1
4368,3788,6865,1
4369,3788,16773,1
4370,3788,3809,1
4371,3788,10017,1
4372,3788,8309,1
4373,3788,6553,1
4374,3788,6133,1
4375,3788,16828,1
4376,3788,10062,1
4377,3788,1262,1
4378,3788,4478,1
4379,3788,755,1
4380,3788,14785,1
4381,3788,7083,1
4382,3788,9567,1
4383,3788,11264,1
4384,3788,3173,1
4385,3788,16700,1
4386,3788,15818,1
4387,3788,92,1
4388,3788,7044,1
4389,3788,14205,1
4390,3788,9635,1
4391,3788,377,1
4392,3788,5736,1
4393,3788,474,1
4394,3788,10783,1
4395,3788,58,1
4396,3788,13856,1
4397,3788,8487,1
4398,3788,4423,1
4399,3788,15873,1
4400,3788,5645,1
4401,3788,2603,1
4402,3788,12700,1
4403,3788,5138,1
4404,3788,15833,1
4405,3788,11812,1
4406,3788,10484,1
4407,3788,11160,1
4408,3788,10855,1
4409,3788,6635,1
4410,3788,2537,1
4411,3788,11697,1
4412,3788,6978,1
4413,3788,2961,1
4414,3788,9975,1
4415,3788,12822,1
4416,3788,14093,1
4417,3788,10397,1
4418,3788,10558,1
4419,3788,12701,1
4420,3788,15259,1
4421,3788,13765,1
4422,3788,10792,1
4423,3788,4153,1
4424,3788,13021,1
4425,3788,1169,1
4426,3788,2569,1
4427,3788,3797,1
4428,3788,9818,1
4429,3788,6037,1
4430,3788,16365,1
4431,3788,13997,1
4432,3788,10004,1
4433,3788,12883,1
4434,3788,2860,1
4435,3788,15012,1
4436,3788,4736,1
4437,3788,6668,1
4438,3788,16560,1
4439,3788,15589,1
4440,3788,13962,1
4441,3788,15549,1
4442,3788,1221,1
4443,3788,8640,1
4444,3788,9145,1
4445,3788,10026,1
4446,3788,7221,1
4447,3788,13951,1
4448,3788,1475,1
4449,3788,8362,1
4450,3788,16701,1
4451,3788,9493,1
4452,3788,7978,1
4453,3788,2941,1
4454,3788,7948,1
4455,3788,15413,1
4456,3788,8301,1
4457,3788,2558,1
4458,3788,12754,1
4459,3788,3192,1
4460,3788,3176,1
4461,3788,5159,1
4462,3788,8658,1
4463,3788,11535,1
4464,3788,15323,1
4465,3788,6810,1
4466,3788,5153,1
4467,3788,11082,1
4468,3788,15186,1
4469,3788,9749,1
4470,3788,1434,1
4471,3788,11976,1
4472,3788,7148,1
4473,3788,1707,1
4474,3788,6053,1
4475,3788,9571,1
4476,3788,16975,1
4477,3788,10233,1
4478,3788,10973,1
4479,3788,17005,1
4480,3788,15468,1
4481,3788,5132,1
4482,3788,1467,1
4483,3788,7018,1
4484,3788,12805,1
4485,3788,15388,1
4486,3788,4666,1
4487,3788,13250,1
4488,3788,11509,1
4489,3788,7852,1
4490,3788,16160,1
4491,3788,16696,1
4492,3788,8294,1
4493,3788,1521,1
4494,3788,9832,1
4495,3788,14208,1
4496,3788,15473,1
4497,3788,93,1
4498,3788,13642,1
4499,3788,8879,1
4500,3788,17696,1
4501,3788,15190,1
4502,3788,15412,1
4503,3788,3600,1
4504,3788,16410,1
4505,3788,16342,1
4506,3788,11814,1
4507,3788,2371,1
4508,3788,7554,1
4509,3788,12073,1
4510,3788,7475,1
4511,3788,3087,1
4512,3788,4289,1
4513,3788,4867,1
4514,3788,5974,1
4515,3788,7166,1
4516,3788,3130,1
4517,3788,5115,1
4518,3788,4718,1
4519,3788,9735,1
4520,3788,14070,1
4521,3788,4312,1
4522,3788,7204,1
4523,3788,4755,1
4524,3788,9654,1
4525,3788,13137,1
4526,3788,6050,1
4527,3788,2548,1
4528,3788,4891,1
4529,3788,8758,1
4530,3788,15161,1
4531,3788,9164,1
4532,3788,5135,1
4533,3788,637,1
4534,3788,8798,1
4535,3788,14356,1
4536,3788,15200,1
4537,3788,876,1
4538,3788,9976,1
4539,3788,13901,1
4540,3788,9437,1
4541,3788,15080,1
4542,3788,5826,1
4543,3788,2289,1
4544,3788,17016,1
4545,3788,3803,1
4546,3788,9778,1
4547,3788,15401,1
4548,3788,15215,1
4549,3788,13900,1
4550,3788,9444,1
4551,3788,2453,1
4552,3788,7927,1
4553,3788,3619,1
4554,3788,1477,1
4555,3788,8127,1
4556,3788,11963,1
4557,3788,423,1
4558,3788,8159,1
4559,3788,14300,1
4560,3788,3813,1
4561,3788,4,1
4562,3788,4565,1
4563,3788,9319,1
4564,3788,10887,1
4565,3788,12469,1
4566,3788,9153,1
4567,3788,9979,1
4568,3788,1576,1
4569,3788,16620,1
4570,3788,11346,1
4571,3788,14666,1
4572,3788,3149,1
4573,3788,4376,1
4574,3788,7464,1
4575,3788,8895,1
4576,3788,1233,1
4577,3788,14240,1
4578,3788,5226,1
4579,3788,5843,1
4580,3788,9138,1
4581,3788,3169,1
4582,3788,5704,1
4583,3788,3096,1
4584,3788,11491,1
4585,3788,4868,1
4586,3788,9489,1
4587,3788,15507,1
4588,3788,9626,1
4589,3788,4909,1
4590,3788,6612,1
4591,3788,6627,1
4592,3788,652,1
4593,3788,661,1
4594,3788,17170,1
4595,3788,8493,1
4596,3788,13941,1
4597,3788,3083,1
4598,3788,17412,1
4599,3788,5145,1
4600,3788,16846,1
4601,3788,10196,1
4602,3788,3494,1
4603,3788,8307,1
4604,3788,1890,1
4605,3788,12994,1
4606,3788,9722,1
4607,3788,8239,1
4608,3788,9094,1
4609,3788,8433,1
4610,3788,12720,1
4611,3788,224,1
4612,3788,12365,1
4613,3788,3073,1
4614,3788,5873,1
4615,3788,14875,1
4616,3788,2891,1
4617,3788,1365,1
4618,3788,13854,1
4619,3788,7156,1
4620,3788,4572,1
4621,3788,3057,1
4622,3788,8072,1
4623,3788,16396,1
4624,3788,4048,1
4625,3788,15234,1
4626,3788,17162,1
4627,3788,14738,1
4628,3788,13302,1
4629,3788,6643,1
4630,3788,3472,1
4631,3788,1532,1
4632,3788,9103,1
4633,3788,17724,1
4634,3788,7414,1
4635,3788,5500,1
4636,3788,16563,1
4637,3788,3583,1
4638,3788,16876,1
4639,3788,100,1
4640,3788,13724,1
4641,3788,16682,1
4642,3788,15518,1
4643,3788,8269,1
4644,3788,13492,1
4645,3788,5863,1
4646,3788,15751,1
4647,3788,8328,1
4648,3788,11408,1
4649,3788,16743,1
4650,3788,2119,1
4651,3788,17749,1
4652,3788,15777,1
4653,3788,13262,1
4654,3788,15845,1
4655,3788,6754,1
4656,3788,12666,1
4657,3788,1097,1
4658,3788,3931,1
4659,3788,15385,1
4660,3788,820,1
4661,3788,6736,1
4662,3788,4074,1
4663,3788,13484,1
4664,3788,4414,1
4665,3788,17453,1
4666,3788,13656,1
4667,3788,756,1
4668,3788,16369,1
4669,3788,2915,1
4670,3788,5578,1
4671,3788,16065,1
4672,3788,2402,1
4673,3788,2288,1
4674,3788,5701,1
4675,3788,9591,1
4676,3788,3391,1
4677,3788,1785,1
4678,3788,17517,1
4679,3788,170,1
4680,3788,13966,1
4681,3788,13794,1
4682,3788,14754,1
4683,3788,11877,1
4684,3788,13426,1
4685,3788,2840,1
4686,3788,3481,1
4687,3788,11422,1
4688,3788,11428,1
4689,3788,6599,1
4690,3788,14337,1
4691,3788,6636,1
4692,3788,8173,1
4693,3788,17388,1
4694,3788,5665,1
4695,3788,763,1
4696,3788,17019,1
4697,3788,3644,1
4698,3788,7112,1
4699,3788,11446,1
4700,3788,1014,1
4701,3788,13740,1
4702,3788,15248,1
4703,3788,5081,1
4704,3788,7346,1
4705,3788,5984,1
4706,3788,3405,1
4707,3788,10166,1
4708,3788,6273,1
4709,3788,13329,1
4710,3788,10963,1
4711,3788,8305,1
4712,3788,12656,1
4713,3788,12157,1
4714,3788,243,1
4715,3788,9134,1
4716,3788,11095,1
4717,3788,5728,1
4718,3788,680,1
4719,3788,6373,1
4720,3788,16840,1
4721,3788,11811,1
4722,3788,3461,1
4723,3788,555,1
4724,3788,5967,1
4725,3788,706,1
4726,3788,7064,1
4727,3788,255,1
4728,3788,13130,1
4729,3788,17260,1
4730,3788,852,1
4731,3788,165,1
4732,3788,16397,1
4733,3788,10275,1
4734,3788,7704,1
4735,3788,7855,1
4736,3788,4660,1
4737,3788,15662,1
4738,3788,698,1
4739,3788,6471,1
4740,3788,15870,1
4741,3788,17168,1
4742,3788,12850,1
4743,3788,16680,1
4744,3788,16657,1
4745,3788,6081,1
4746,3788,4181,1
4747,3788,12323,1
4748,3788,3841,1
4749,3788,1488,1
4750,3788,1930,1
4751,3788,15090,1
4752,3788,6341,1
4753,3788,13549,1
4754,3788,4360,1
4755,3788,1990,1
4756,3788,13080,1
4757,3788,1740,1
4758,3788,4455,1
4759,3788,3551,1
4760,3788,10288,1
4761,3788,8443,1
4762,3788,16522,1
4763,3788,2790,1
4764,3788,16400,1
4765,3788,283,1
4766,3788,7609,1
4767,3788,13384,1
4768,3788,2365,1
4769,3788,3384,1
4770,3788,17389,1
4771,3788,4738,1
4772,3788,15460,1
4773,3788,9122,1
4774,3788,3638,1
4775,3788,17174,1
4776,3788,3435,1
4777,3788,15835,1
4778,3788,7653,1
4779,3788,7036,1
4780,3788,7989,1
4781,3788,3828,1
4782,3788,4604,1
4783,3788,5477,1
4784,3788,13443,1
4785,3788,7175,1
4786,3788,12928,1
4787,3788,4805,1
4788,3788,4749,1
4789,3788,7892,1
4790,3788,10777,1
4791,3788,12733,1
4792,3788,4017,1
4793,3788,2669,1
4794,3788,3233,1
4795,3788,5809,1
4796,3788,9755,1
4797,3788,16550,1
4798,3788,16519,1
4799,3788,10111,1
4800,3788,7817,1
4801,3788,8335,1
4802,3788,7463,1
4803,3788,16772,1
4804,3788,2554,1
4805,3788,4620,1
4806,3788,16414,1
4807,3788,8317,1
4808,3788,1319,1
4809,3788,4467,1
4810,3788,3153,1
4811,3788,8975,1
4812,3788,3685,1
4813,3788,9486,1
4814,3788,5968,1
4815,3788,12173,1
